id,rank,list,lemma,variants,pos,gender,sense_count,gloss,freq
fiction_000084,84,fiction,trillen,,verb,,1,"to tremble, to shake",1.88
fiction_000085,85,fiction,he,,interj,,1,hey,0.98
fiction_000086,86,fiction,voortdurend,,adj,,1,continuous,7.34
fiction_000087,87,fiction,voorhoofd,,noun,het,1,forehead,1.69
fiction_000088,88,fiction,roken,,verb,,1,to smoke,4.81
fiction_000089,89,fiction,dansen,,verb,,1,to dance,5.09
fiction_000090,90,fiction,bloot,,adj,,1,bare,4.31
fiction_000091,91,fiction,spiegel,,noun,de,1,mirror,3.0
fiction_000092,92,fiction,houten,,adj,,1,wooden,4.24
fiction_000093,93,fiction,vuur,,noun,het,1,fire,8.89
fiction_000094,94,fiction,zwaaien,,verb,,1,to wave,3.39
fiction_000095,95,fiction,opzij,,adv,,1,aside,3.06
fiction_000096,96,fiction,verte,,noun,de,1,distance,1.96
fiction_000097,97,fiction,hals,,noun,de,1,neck,2.24
fiction_000098,98,fiction,dun,,adj,,1,thin,3.96
fiction_000099,99,fiction,tas,,noun,de,1,bag,2.54
fiction_000100,100,fiction,spoor,,noun,het,2,trace|track,9.8
fiction_000101,101,fiction,gezelschap,,noun,het,1,company,5.6
fiction_000102,102,fiction,geloof,,noun,het,1,"faith, religion",5.42
fiction_000103,103,fiction,klap,,noun,de,1,blow,7.6
fiction_000104,104,fiction,rook,,noun,de,1,smoke,3.3
fiction_000105,105,fiction,binnenkomen,,verb,,1,to enter,3.75
fiction_000106,106,fiction,leunen,,verb,,1,to lean,1.91
fiction_000107,107,fiction,vogel,,noun,de,1,bird,4.96
fiction_000108,108,fiction,café,,noun,het,1,"café, pub",9.36
fiction_000109,109,fiction,ophouden,,verb,,1,to stop,3.85
fiction_000110,110,fiction,verschrikkelijk,,adj,,1,terrible,4.95
fiction_000111,111,fiction,schaduw,,noun,de,1,shadow,3.46
fiction_000112,112,fiction,luid,,adj,,1,loud,3.35
fiction_000113,113,fiction,verlangen,,noun,het,1,desire,2.87
fiction_000114,114,fiction,tong,,noun,de,1,tongue,2.59
fiction_000115,115,fiction,wagen,,noun,de,1,car,14.0
fiction_000116,116,fiction,wijn,,noun,de,1,wine,4.91
fiction_000117,117,fiction,verbaasd,,adj,,1,"surprised, amazed",3.1
fiction_000118,118,fiction,wassen,,verb,,1,to wash,4.25
fiction_000119,119,fiction,drukte,,noun,de,1,"bustle, commotion",2.71
fiction_000120,120,fiction,vlees,,noun,het,1,meat,4.52
fiction_000121,121,fiction,zuster,,noun,de,1,sister,2.87
fiction_000122,122,fiction,tikken,,verb,,1,to tap,3.4
fiction_000123,123,fiction,strak,,adj,,1,tight,4.13
fiction_000124,124,fiction,opstaan,,verb,,1,to stand up,3.6
fiction_000125,125,fiction,traag,,adj,,1,slow,4.53
fiction_000126,126,fiction,vaag,,adj,,1,vague,3.2
fiction_000127,127,fiction,snijden,,verb,,1,"to cut, to slice",5.18
fiction_000128,128,fiction,blond,,adj,,1,blond,2.74
fiction_000129,129,fiction,gordijn,,noun,het,1,curtain,2.03
fiction_000130,130,fiction,vegen,,verb,,1,to sweep,3.05
fiction_000131,131,fiction,dromen,,verb,,1,to dream,5.3
fiction_000132,132,fiction,terugkomen,,verb,,1,to return,3.99
fiction_000133,133,fiction,rollen,,verb,,1,to roll,3.82
fiction_000134,134,fiction,grap,,noun,de,1,joke,4.35
fiction_000135,135,fiction,knijpen,,verb,,1,to pinch,1.76
fiction_000136,136,fiction,afscheid,,noun,het,1,"farewell, goodbye",6.09
fiction_000137,137,fiction,dronken,,adj,,1,drunk,3.42
fiction_000138,138,fiction,wolk,,noun,de,1,cloud,3.0
fiction_000139,139,fiction,slaapkamer,,noun,de,1,bedroom,2.86
fiction_000140,140,fiction,wrijven,,verb,,1,to rub,1.68
fiction_000141,141,fiction,jurk,,noun,de,1,dress,1.96
fiction_000142,142,fiction,tante,,noun,de,1,aunt,2.75
fiction_000143,143,fiction,vertrek,,noun,het,2,room|departure,6.29
fiction_000144,144,fiction,uitzien,,verb,,1,to look,4.45
fiction_000145,145,fiction,gras,,noun,het,1,grass,3.36
fiction_000146,146,fiction,dichtbij,,adv,,1,close,3.74
fiction_000147,147,fiction,paard,,noun,het,1,horse,4.77
fiction_000148,148,fiction,stapel,,noun,de,1,pile,2.79
fiction_000149,149,fiction,nat,,adj,,1,wet,3.61
fiction_000150,150,fiction,verdriet,,noun,het,1,sadness,3.17
fiction_000151,151,fiction,doos,,noun,de,1,box,3.46
fiction_000152,152,fiction,kennelijk,,adv,,1,obviously,4.4
fiction_000153,153,fiction,naderen,,verb,,1,to approach,3.06
fiction_000154,154,fiction,ziel,,noun,de,1,soul,4.1
fiction_000155,155,fiction,berg,,noun,de,1,mountain,4.92
fiction_000156,156,fiction,stoten,,verb,,1,"to bump, to knock",3.51
fiction_000157,157,fiction,kerel,,noun,de,1,guy,4.35
fiction_000158,158,fiction,heffen,,verb,,1,to lift,2.87
fiction_000159,159,fiction,ruiken,,verb,,1,to smell,2.78
fiction_000160,160,fiction,wekken,,verb,,1,to wake up,5.1
fiction_000161,161,fiction,spijt,,noun,de,1,regret,4.49
fiction_000162,162,fiction,thee,,noun,de,1,tea,2.35
fiction_000163,163,fiction,bier,,noun,het,1,beer,4.27
fiction_000164,164,fiction,strelen,,verb,,1,"to caress, to stroke",1.21
fiction_000165,165,fiction,bezitten,,verb,,1,to possess,4.26
fiction_000166,166,fiction,zucht,,noun,de,1,sigh,3.4
fiction_000167,167,fiction,morgen,,noun,de,1,morning,2.07
fiction_000168,168,fiction,aankijken,,verb,,1,to look at,1.77
fiction_000169,169,fiction,enigszins,,adv,,1,somewhat,4.77
fiction_000170,170,fiction,helder,,adj,,1,clear,4.31
fiction_000171,171,fiction,oom,,noun,de,1,uncle,2.4
fiction_000172,172,fiction,glanzen,,verb,,1,to shine,1.33
fiction_000173,173,fiction,verliefd,,adj,,1,in love,3.58
fiction_000174,174,fiction,woede,,noun,de,1,rage,3.36
fiction_000175,175,fiction,poot,,noun,de,1,"leg, paw",4.11
fiction_000176,176,fiction,verbazing,,noun,de,1,amazement,3.15
fiction_000177,177,fiction,stel,,noun,het,1,"set, couple",2.92
fiction_000178,178,fiction,volkomen,,adv,,1,completely,3.02
fiction_000179,179,fiction,verlangen,,verb,,1,to long,2.31
fiction_000180,180,fiction,kussen,,noun,het,1,pillow,1.61
fiction_000181,181,fiction,onverwacht,,adj,,1,unexpected,5.07
fiction_000182,182,fiction,duiken,,verb,,1,to dive,6.28
fiction_000183,183,fiction,tillen,,verb,,1,to lift,2.51
fiction_000184,184,fiction,mager,,adj,,1,lean,2.9
fiction_000185,185,fiction,waarschuwen,,verb,,1,to warn,8.13
fiction_000186,186,fiction,vent,,noun,de,1,"fellow, bloke",2.72
fiction_000187,187,fiction,overkant,,noun,de,1,other side,2.62
fiction_000188,188,fiction,wenkbrauw,,noun,de,1,eyebrow,1.51
fiction_000189,189,fiction,strekken,,verb,,1,to straighten,1.95
fiction_000190,190,fiction,spul,,noun,het,1,"stuff, things",4.34
fiction_000191,191,fiction,vertrouwd,,adj,,1,familiar,3.56
fiction_000192,192,fiction,wand,,noun,de,1,wall,2.2
fiction_000193,193,fiction,zweet,,noun,het,1,sweat,1.59
fiction_000194,194,fiction,thuiskomen,,verb,,1,to come home,2.06
fiction_000195,195,fiction,plastic,,adj,,1,plastic,2.66
fiction_000196,196,fiction,opwinden (zich),,verb,,1,"to get excited, to get worked up",1.63
fiction_000197,197,fiction,barsten,,verb,,1,to crack,2.83
fiction_000198,198,fiction,spraak,,noun,de,1,speech,1.04
fiction_000199,199,fiction,bril,,noun,de,1,(pair of) glasses,2.38
fiction_000200,200,fiction,sleutel,,noun,de,1,key,2.99
fiction_000201,201,fiction,kin,,noun,de,1,chin,1.18
fiction_000202,202,fiction,hout,,noun,het,1,wood,3.59
fiction_000203,203,fiction,honger,,noun,de,1,hunger,3.16
fiction_000204,204,fiction,rusten,,verb,,1,to rest,3.12
fiction_000205,205,fiction,schat,,noun,de,1,"treasure, dear",3.57
fiction_000206,206,fiction,wonder,,noun,het,1,miracle,4.09
fiction_000207,207,fiction,weggaan,,verb,,1,to leave,2.35
fiction_000208,208,fiction,teen,,noun,de,1,toe,2.8
fiction_000209,209,fiction,verrassen,,verb,,1,to surprise,9.03
fiction_000210,210,fiction,allang,,adv,,1,a long time ago,2.74
fiction_000211,211,fiction,stralen,,verb,,1,to shine,2.93
fiction_000212,212,fiction,koel,,adj,,1,cool,2.67
fiction_000213,213,fiction,wenden (zich),,verb,,1,to turn,1.79
fiction_000214,214,fiction,klok,,noun,de,1,clock,3.21
fiction_000215,215,fiction,koffer,,noun,de,1,suitcase,2.31
fiction_000216,216,fiction,lamp,,noun,de,1,lamp,2.93
fiction_000217,217,fiction,hoed,,noun,de,1,hat,2.33
fiction_000218,218,fiction,dwars,,adj,,1,diagonal,3.16
fiction_000219,219,fiction,deken,,noun,de,1,blanket,1.94
fiction_000220,220,fiction,voordeur,,noun,de,1,front door,1.95
fiction_000221,221,fiction,achterlaten,,verb,,1,to leave behind,3.55
fiction_000222,222,fiction,blind,,adj,,1,blind,3.86
fiction_000223,223,fiction,lijk,,noun,het,1,corpse,2.74
fiction_000224,224,fiction,optrekken,,verb,,2,to accelerate|to put up,3.94
fiction_000225,225,fiction,moed,,noun,de,1,courage,4.08
fiction_000226,226,fiction,kalm,,adj,,1,calm,2.25
fiction_000227,227,fiction,zorgvuldig,,adj,,1,careful,2.61
fiction_000228,228,fiction,vervolgen,,verb,,1,to continue,6.51
fiction_000229,229,fiction,terugkeren,,verb,,1,to return,6.58
fiction_000230,230,fiction,vel,,noun,het,1,sheet,2.84
fiction_000231,231,fiction,rukken,,verb,,1,"to snatch, to tear",2.59
fiction_000232,232,fiction,kussen,,verb,,1,to kiss,1.5
fiction_000233,233,fiction,gulden,,noun,de,1,guilder,3.33
fiction_000234,234,fiction,verdieping,,noun,de,1,floor,4.52
fiction_000235,235,fiction,heilig,,adj,,1,holy,3.45
fiction_000236,236,fiction,zand,,noun,het,1,sand,3.22
fiction_000237,237,fiction,warmte,,noun,de,1,heat,2.67
fiction_000238,238,fiction,schuin,,adj,,1,oblique,1.55
fiction_000239,239,fiction,slepen,,verb,,1,to drag,5.06
fiction_000240,240,fiction,schilderen,,verb,,1,to paint,3.88
fiction_000241,241,fiction,vuist,,noun,de,1,fist,2.29
fiction_000242,242,fiction,vouwen,,verb,,1,to fold,1.06
fiction_000243,243,fiction,tak,,noun,de,1,branch,3.47
fiction_000244,244,fiction,laken,,noun,het,1,sheet,1.84
fiction_000245,245,fiction,rok,,noun,de,1,skirt,1.49
fiction_000246,246,fiction,ontsnappen,,verb,,1,to escape,5.42
fiction_000247,247,fiction,nieuwsgierig,,adj,,1,curious,2.34
fiction_000248,248,fiction,hijgen,,verb,,1,"to gasp, to pant",0.87
fiction_000249,249,fiction,vuil,,adj,,1,dirt,3.53
fiction_000250,250,fiction,hal,,noun,de,1,hall,2.11
fiction_000251,251,fiction,bar,,noun,de,1,bar,2.61
fiction_000252,252,fiction,gewoonte,,noun,de,1,habit,3.82
fiction_000253,253,fiction,naakt,,adj,,1,"nude, naked",2.43
fiction_000254,254,fiction,hevig,,adj,,1,"violent, fierce",5.11
fiction_000255,255,fiction,keurig,,adj,,1,neat,2.63
fiction_000256,256,fiction,roze,,adj,,1,pink,2.56
fiction_000257,257,fiction,stinken,,verb,,1,to smell,2.08
fiction_000258,258,fiction,haastig,,adj,,1,hasty,1.02
fiction_000259,259,fiction,mes,,noun,het,1,knife,4.31
fiction_000260,260,fiction,liegen,,verb,,1,to lie,3.18
fiction_000261,261,fiction,kraken,,verb,,1,"to crunch, to crack",2.52
fiction_000262,262,fiction,eeuwig,,adj,,1,eternal,3.9
fiction_000263,263,fiction,tevoren,,adv,,1,before,3.07
fiction_000264,264,fiction,gemak,,noun,het,1,ease,3.13
fiction_000265,265,fiction,reiken,,verb,,1,to reach,2.9
fiction_000266,266,fiction,schamen (zich),,verb,,1,to be ashamed,2.32
fiction_000267,267,fiction,wijd,,adj,,1,wide,1.53
fiction_000268,268,fiction,kaal,,adj,,1,bald,2.19
fiction_000269,269,fiction,lot,,noun,het,1,fate,5.36
fiction_000270,270,fiction,glimmen,,verb,,1,"to glow, to shine",1.11
fiction_000271,271,fiction,knippen,,verb,,1,to cut,2.58
fiction_000272,272,fiction,eenzaam,,adj,,1,lonely,2.57
fiction_000273,273,fiction,onderbreken,,verb,,1,to interrupt,2.24
fiction_000274,274,fiction,bedekken,,verb,,1,to cover,2.35
fiction_000275,275,fiction,slok,,noun,de,1,sip,1.08
fiction_000276,276,fiction,vlek,,noun,de/het,1,stain,2.16
fiction_000277,277,fiction,scheuren,,verb,,1,to tear,2.68
fiction_000278,278,fiction,wijs,,adj,,1,wise,2.71
fiction_000279,279,fiction,achterover,,adv,,1,backwards,1.21
fiction_000280,280,fiction,merkwaardig,,adj,,1,curious,2.97
fiction_000281,281,fiction,horloge,,noun,het,1,watch,1.22
fiction_000282,282,fiction,ongetwijfeld,,adv,,1,undoubtedly,5.21
fiction_000283,283,fiction,gillen,,verb,,1,to scream,1.65
fiction_000284,284,fiction,plank,,noun,de,1,"plank, board",2.62
fiction_000285,285,fiction,net,,adj,,1,"neat, tidy",1.7
fiction_000286,286,fiction,verlegen,,adj,,1,shy,1.65
fiction_000287,287,fiction,mouw,,noun,de,1,sleeve,2.4
fiction_000288,288,fiction,steek,,noun,de,1,"stitch, twinge",2.98
fiction_000289,289,fiction,golf,,noun,de,1,wave,3.26
fiction_000290,290,fiction,plafond,,noun,het,1,ceiling,2.28
fiction_000291,291,fiction,touw,,noun,het,1,rope,2.07
fiction_000292,292,fiction,stromen,,verb,,1,to flow,3.63
fiction_000293,293,fiction,nerveus,,adj,,1,nervous,1.78
fiction_000294,294,fiction,schoonheid,,noun,de,1,beauty,2.77
fiction_000295,295,fiction,maag,,noun,de,1,stomach,2.14
fiction_000296,296,fiction,stijf,,adj,,1,stiff,1.75
fiction_000297,297,fiction,kruis,,noun,het,1,cross,2.82
fiction_000298,298,fiction,staart,,noun,de,1,tail,2.47
fiction_000299,299,fiction,duim,,noun,de,1,thumb,2.36
fiction_000300,300,fiction,strijken,,verb,,1,"to brush, to stroke",2.1
fiction_000301,301,fiction,ademen,,verb,,1,to breathe,1.85
fiction_000302,302,fiction,voorover,,adv,,1,face forward,0.76
fiction_000303,303,fiction,ergeren (zich),,verb,,1,to annoy,3.04
fiction_000304,304,fiction,uitdrukking,,noun,de,1,expression,2.35
fiction_000305,305,fiction,rechtop,,adv,,1,upright,1.09
fiction_000306,306,fiction,bil,,noun,de,1,buttock,2.15
fiction_000307,307,fiction,gespannen,,adj,,1,tense,1.96
fiction_000308,308,fiction,nagel,,noun,de,1,nail,1.56
fiction_000309,309,fiction,hardop,,adv,,1,aloud,1.48
fiction_000310,310,fiction,rivier,,noun,de,1,river,4.42
fiction_000311,311,fiction,dij,,noun,de,1,thigh,1.1
fiction_000312,312,fiction,bewonderen,,verb,,1,to admire,2.95
fiction_000313,313,fiction,woedend,,adj,,1,furious,2.29
fiction_000314,314,fiction,wijsvinger,,noun,de,1,index finger,0.77
fiction_000315,315,fiction,stok,,noun,de,1,stick,2.59
fiction_000316,316,fiction,eindeloos,,adj,,1,endless,2.69
fiction_000317,317,fiction,smeken,,verb,,1,to beg,1.51
fiction_000318,318,fiction,evenmin,,adv,,1,as little as,4.64
fiction_000319,319,fiction,doorbrengen,,verb,,1,to spend,2.94
fiction_000320,320,fiction,tasten,,verb,,1,to grope,1.71
fiction_000321,321,fiction,zweven,,verb,,1,to float,1.89
fiction_000322,322,fiction,dadelijk,,adv,,1,immediately,1.41
fiction_000323,323,fiction,ellende,,noun,de,1,misery,3.17
fiction_000324,324,fiction,achteruit,,adv,,1,backwards,3.17
fiction_000325,325,fiction,knoop,,noun,de,1,"knot, button",2.47
fiction_000326,326,fiction,poos,,noun,de,1,while,1.16
fiction_000327,327,fiction,klemmen,,verb,,1,"to stick, to jam",0.91
fiction_000328,328,fiction,uitzicht,,noun,het,1,view,3.52
fiction_000329,329,fiction,ruit,,noun,de,1,window,1.75
fiction_000330,330,fiction,kist,,noun,de,1,chest,1.55
fiction_000331,331,fiction,bezorgd,,adj,,1,concerned,2.94
fiction_000332,332,fiction,opgewekt,,adj,,1,cheerful,1.36
fiction_000333,333,fiction,achteren,,adv,,1,back,1.18
fiction_000334,334,fiction,badkamer,,noun,de,1,bathroom,1.99
fiction_000335,335,fiction,vloeken,,verb,,1,"to curse, to swear",1.27
fiction_000336,336,fiction,dankbaar,,adj,,1,grateful,2.65
fiction_000337,337,fiction,hap,,noun,de,1,bite,2.09
fiction_000338,338,fiction,halverwege,,adv,,1,halfway,1.87
fiction_000339,339,fiction,jongeman,,noun,de,1,young man,3.77
fiction_000340,340,fiction,schokken,,verb,,2,"to shake,|to shock",2.66
fiction_000341,341,fiction,omlaag,,adv,,1,down,2.09
fiction_000342,342,fiction,hek,,noun,het,1,fence,2.01
fiction_000343,343,fiction,genoegen,,noun,het,1,pleasure,2.41
fiction_000344,344,fiction,wanhopig,,adj,,1,desperate,1.86
fiction_000345,345,fiction,verwonderen,,verb,,1,to surprise,1.9
fiction_000346,346,fiction,betrappen,,verb,,1,to catch,5.54
fiction_000347,347,fiction,stuur,,noun,het,1,"steering wheel, handlebars",3.26
fiction_000348,348,fiction,ijzeren,,adj,,1,iron,0.67
fiction_000349,349,fiction,voorgoed,,adv,,1,permanently,1.75
fiction_000350,350,fiction,druppel,,noun,de,1,drop,1.92
fiction_000351,351,fiction,haten,,verb,,1,to hate,2.39
fiction_000352,352,fiction,aanraken,,verb,,1,to touch,1.42
fiction_000353,353,fiction,gestalte,,noun,de,1,shape,1.64
fiction_000354,354,fiction,chauffeur,,noun,de,1,driver,5.95
fiction_000355,355,fiction,plakken,,verb,,1,to stick,3.07
fiction_000356,356,fiction,heuvel,,noun,de,1,hill,2.03
fiction_000357,357,fiction,zoet,,adj,,1,sweet,2.83
fiction_000358,358,fiction,verlichten,,verb,,1,"to light, to illuminate",2.13
fiction_000359,359,fiction,ouderwets,,adj,,1,old-fashioned,2.82
fiction_000360,360,fiction,schok,,noun,de,1,shock,1.65
fiction_000361,361,fiction,tegemoet,,adv,,1,towards,3.52
fiction_000362,362,fiction,hersenen,hersens,noun,,1,brain,2.5
fiction_000363,363,fiction,medelijden,,noun,het,1,pity,1.43
fiction_000364,364,fiction,bevrijden,,verb,,1,to free,3.78
fiction_000365,365,fiction,somber,,adj,,1,gloomy,2.3
fiction_000366,366,fiction,zuigen,,verb,,1,to suck,1.72
fiction_000367,367,fiction,ontbijt,,noun,het,1,breakfast,2.21
fiction_000368,368,fiction,woonkamer,,noun,de,1,living room,1.85
fiction_000369,369,fiction,grijnzen,,verb,,1,to grin,1.25
fiction_000370,370,fiction,waaien,,verb,,1,to blow,2.17
fiction_000371,371,fiction,juffrouw,,noun,de,2,lady|teacher,0.99
fiction_000372,372,fiction,doordringen,,verb,,1,to penetrate,2.19
fiction_000373,373,fiction,kreet,,noun,de,1,cry,1.25
fiction_000374,374,fiction,heftig,,adj,,1,violent,2.6
fiction_000375,375,fiction,maan,,noun,de,1,moon,1.98
fiction_000376,376,fiction,bukken (zich),,verb,,1,to bend,1.1
fiction_000377,377,fiction,slap,,adj,,1,weak,2.07
fiction_000378,378,fiction,kwalijk,,adj,,1,"evil, bad",2.35
fiction_000379,379,fiction,logeren,,verb,,1,to stay,1.84
fiction_000380,380,fiction,angstig,,adj,,1,anxious,1.35
fiction_000381,381,fiction,sneeuw,,noun,de,1,snow,2.41
fiction_000382,382,fiction,omdraaien (zich),,verb,,1,to turn (round),1.81
fiction_000383,383,fiction,stoep,,noun,de,1,pavement,1.52
fiction_000384,384,fiction,bezorgen,,verb,,1,to give,4.64
fiction_000385,385,fiction,onzeker,,adj,,1,uncertain,4.01
fiction_000386,386,fiction,pijp,,noun,de,1,pipe,1.26
fiction_000387,387,fiction,glad,,adj,,1,smooth,2.11
fiction_000388,388,fiction,kus,,noun,de,1,kiss,1.96
fiction_000389,389,fiction,koesteren,,verb,,1,to cherish,3.15
fiction_000390,390,fiction,spreiden,,verb,,1,to spread,1.98
fiction_000391,391,fiction,vatten,,verb,,1,"to catch, to grasp",5.17
fiction_000392,392,fiction,ontmoeting,,noun,de,1,meeting,3.6
fiction_000393,393,fiction,moeizaam,,adj,,1,laborious,2.77
fiction_000394,394,fiction,koe,,noun,de,1,cow,2.64
fiction_000395,395,fiction,besef,,noun,het,1,understanding,2.69
fiction_000396,396,fiction,ijs,,noun,het,1,ice,2.73
fiction_000397,397,fiction,maaltijd,,noun,de,1,meal,2.7
fiction_000398,398,fiction,geheugen,,noun,het,1,memory,2.62
fiction_000399,399,fiction,begeven,,verb,,1,to break down,2.47
fiction_000400,400,fiction,klank,,noun,de,1,sound,2.07
fiction_000401,401,fiction,knop,,noun,de,1,button,2.5
fiction_000402,402,fiction,ontspannen,,verb,,1,to relax,2.22
fiction_000403,403,fiction,hol,,adj,,1,hollow,1.72
fiction_000404,404,fiction,opgelucht,,adj,,1,relieved,1.87
fiction_000405,405,fiction,hollen,,verb,,1,to run,1.14
fiction_000406,406,fiction,grootvader,,noun,de,1,grondfather,1.84
fiction_000407,407,fiction,opwinding,,noun,de,1,excitement,1.25
fiction_000408,408,fiction,verdomme,,interj,,1,damn,0.89
fiction_000409,409,fiction,scheef,,adj,,1,"crooked, oblique",1.86
fiction_000410,410,fiction,verontschuldigen (zich),,verb,,1,to excuse (oneself),1.48
fiction_000411,411,fiction,gewoonlijk,,adv,,1,usually,2.26
fiction_000412,412,fiction,verraden,,verb,,1,to betray,1.84
fiction_000413,413,fiction,zenuwachtig,,adj,,1,nervous,1.76
fiction_000414,414,fiction,heup,,noun,de,1,hip,1.57
fiction_000415,415,fiction,ernaar,,adv,,1,"to it, at it, after it",2.31
fiction_000416,416,fiction,onzichtbaar,,adj,,1,invisible,1.86
fiction_000417,417,fiction,bekennen,,verb,,1,to confess,2.93
fiction_000418,418,fiction,hitte,,noun,de,1,heat,2.15
fiction_000419,419,fiction,moeilijkheid,,noun,de,1,difficulty,2.67
fiction_000420,420,fiction,zakdoek,,noun,de,1,handkerchief,0.86
fiction_000421,421,fiction,vanmiddag,,adv,,1,this afternoon,2.74
fiction_000422,422,fiction,fluiten,,verb,,1,to whistle,2.1
fiction_000423,423,fiction,hemd,,noun,het,1,"vest, shirt",1.22
fiction_000424,424,fiction,spoedig,,adv,,1,soon,1.8
fiction_000425,425,fiction,aandachtig,,adj,,1,attentive,1.14
fiction_000426,426,fiction,alstublieft,alsjeblieft|a.u.b.,,,1,please,1.53
fiction_000427,427,fiction,peinzen,,verb,,1,to ponder,0.8
fiction_000428,428,fiction,diepte,,noun,de,1,depth,1.94
fiction_000429,429,fiction,sluipen,,verb,,1,to sneak,1.74
fiction_000430,430,fiction,spotten,,verb,,1,"to joke, to mock",1.27
fiction_000431,431,fiction,kreunen,,verb,,1,to groan,0.9
fiction_000432,432,fiction,grinniken,,verb,,1,to chuckle,0.82
fiction_000433,433,fiction,troosten,,verb,,1,to comfort,1.38
fiction_000434,434,fiction,overhemd,,noun,het,1,shirt,0.7
fiction_000435,435,fiction,vaart,,noun,de,1,speed,2.55
fiction_000436,436,fiction,fantasie,,noun,de,1,fantasy,2.15
fiction_000437,437,fiction,wond,,noun,de,1,wound,1.61
fiction_000438,438,fiction,duisternis,,noun,de,1,darkness,1.08
fiction_000439,439,fiction,kou,,noun,de,1,cold,1.95
fiction_000440,440,fiction,roerloos,,adj,,1,motionless,0.59
fiction_000441,441,fiction,afloop,,noun,de,1,end,6.16
fiction_000442,442,fiction,lui,,noun,,1,people,1.56
fiction_000443,443,fiction,hoorn,,noun,de,1,"receiver, horn",0.94
fiction_000444,444,fiction,vriendschap,,noun,de,1,friendship,2.66
fiction_000445,445,fiction,haak,,noun,de,1,hook,1.8
fiction_000446,446,fiction,parkeren,,verb,,1,to park,5.14
fiction_000447,447,fiction,portier,,noun,het,2,door|doorkeeper,1.19
fiction_000448,448,fiction,taxi,,noun,de,1,taxi,1.64
fiction_000449,449,fiction,beven,,verb,,1,to tremble,0.8
fiction_000450,450,fiction,vreugde,,noun,de,1,joy,2.0
fiction_000451,451,fiction,uniform,,noun,de/het,1,uniform,1.64
fiction_000452,452,fiction,pols,,noun,de,1,wrist,1.5
fiction_000453,453,fiction,rechterhand,,noun,de,1,right hand,1.35
fiction_000454,454,fiction,struik,,noun,de,1,bush,1.54
fiction_000455,455,fiction,eenzaamheid,,noun,de,1,loneliness,1.24
fiction_000456,456,fiction,ruk,,noun,de,1,jerk,0.91
fiction_000457,457,fiction,pan,,noun,de,1,pan,2.35
fiction_000458,458,fiction,graf,,noun,het,1,grave,2.13
fiction_000459,459,fiction,vannacht,,adv,,1,"tonight, last night",1.94
fiction_000460,460,fiction,wuiven,,verb,,1,to wave,1.07
fiction_000461,461,fiction,dol,,adj,,1,crazy,2.38
fiction_000462,462,fiction,opsteken,,verb,,1,to light up,1.78
fiction_000463,463,fiction,emotie,,noun,de,1,emotion,3.7
fiction_000464,464,fiction,slingeren,,verb,,1,to swing,2.06
fiction_000465,465,fiction,hartelijk,,adj,,1,warm,1.58
fiction_000466,466,fiction,klappen,,verb,,1,to clap,1.87
fiction_000467,467,fiction,laars,,noun,de,1,boot,1.59
fiction_000468,468,fiction,elleboog,,noun,de,1,elbow,1.01
fiction_000469,469,fiction,vlam,,noun,de,1,flame,2.71
fiction_000470,470,fiction,gemeen,,adj,,1,mean,2.44
fiction_000471,471,fiction,sissen,,verb,,1,to hiss,0.65
fiction_000472,472,fiction,verwarring,,noun,de,1,confusion,2.41
fiction_000473,473,fiction,zojuist,,adv,,1,just (now),1.42
fiction_000474,474,fiction,vanmorgen,,adv,,1,this morning,2.83
fiction_000475,475,fiction,pet,,noun,de,1,"cap, hat",1.88
fiction_000476,476,fiction,praatje,,noun,het,1,"talk, chat",1.69
fiction_000477,477,fiction,zwellen,,verb,,1,to swell,0.98
fiction_000478,478,fiction,ongeduldig,,adj,,1,impatient,0.89
fiction_000479,479,fiction,turen,,verb,,1,to stare,0.72
fiction_000480,480,fiction,geslacht,,noun,het,1,sex,3.86
fiction_000481,481,fiction,zoenen,,verb,,1,to kiss,0.82
fiction_000482,482,fiction,boterham,,noun,de,1,sandwich,1.9
fiction_000483,483,fiction,doch,,conj,,1,but,1.8
fiction_000484,484,fiction,blozen,,verb,,1,to blush,1.0
fiction_000485,485,fiction,bidden,,verb,,1,to pray,1.84
fiction_000486,486,fiction,wonderlijk,,adj,,1,wonderful,1.36
fiction_000487,487,fiction,lift,,noun,de,1,lift,2.39
fiction_000488,488,fiction,betreden,,verb,,1,to enter,1.78
fiction_000489,489,fiction,drogen,,verb,,1,to dry,1.63
fiction_000490,490,fiction,teleurstellen,,verb,,1,to disappoint,3.61
fiction_000491,491,fiction,arriveren,,verb,,1,to arrive,2.91
fiction_000492,492,fiction,zilveren,,adj,,1,silver,1.92
fiction_000493,493,fiction,scheren,,verb,,1,to shave,1.82
fiction_000494,494,fiction,brullen,,verb,,1,to roar,1.26
fiction_000495,495,fiction,vochtig,,adj,,1,moist,1.63
fiction_000496,496,fiction,opkijken,,verb,,1,to look up,1.06
fiction_000497,497,fiction,dwalen,,verb,,1,to wander,0.94
fiction_000498,498,fiction,gloeien,,verb,,1,to glow,0.65
fiction_000499,499,fiction,smijten,,verb,,1,"to throw, to fling",1.77
fiction_000500,500,fiction,bescheiden,,adj,,1,modest,4.21
fiction_000501,501,fiction,weglopen,,verb,,1,"to walk away, to run away",1.59
fiction_000502,502,fiction,roos,,noun,de,1,rose,2.35
