id,example_order,example_nl
fiction_000175,1,Hij had een hond die stokstijf kon staan op drie poten.
fiction_000176,1,Haar mond viel open van verbazing.
fiction_000177,1,We zaten als een stel dorpsbewoners in de grote stad.
fiction_000178,1,De broertjes negeerden hem volkomen.
fiction_000179,1,Ik verlangde naar iemand om alles mee te delen.
fiction_000180,1,Hij drukt zich dieper in de kussens van de bank.
fiction_000181,1,De onverwachte mist stuurde zijn plannen in de war.
fiction_000182,1,We duiken in het zwembad.
fiction_000183,1,Mijn vader tilde me over de kuilen in de weg.
fiction_000184,1,Ze was slank en vrij mager.
fiction_000185,1,Ik ben gekomen om u te waarschuwen.
fiction_000186,1,Ik kan je zelfs nog vertellen welke kleren die vent droeg.
fiction_000187,1,Aan de overkant van de gracht is meer te beleven.
fiction_000188,1,Paul keek hen met gefronste wenkbrauwen aan.
fiction_000189,1,Hij schuift onderuit op zijn stoel en strekt zijn lange benen.
fiction_000190,1,Ik ging zelf de spullen in zijn villa ophalen.
fiction_000191,1,Het duurt even voordat ze de vertrouwde stem hoort.
fiction_000192,1,Hij wees naar de grote klok aan de wand.
fiction_000193,1,Harry voelde het zweet op zijn voorhoofd staan.
fiction_000194,1,Het was wel weinig waarmee ik thuiskwam.
fiction_000195,1,Heeft u misschien een leeg plastic tasje liggen?
fiction_000196,1,Heel de dag had hij zich door die gedachten laten opwinden.
fiction_000197,1,De voorruit van zijn voertuig was gebarsten.
fiction_000198,1,Hij verstond de spraak van deze streek niet.
fiction_000199,1,In de jaren vijftig droegen de intellectuelen dit soort bril.
fiction_000200,1,Een sleutel wordt in het slot omgedraaid.
fiction_000201,1,Mijn kin steunde op mijn vuisten.
fiction_000202,1,Hij steekt het stuk hout verder in het vuur
fiction_000203,1,Ze kon niet slapen van de honger
fiction_000204,1,Ik laat mijn warme voorhoofd rusten tegen de koele steen.
fiction_000205,1,Het is een schat van een vrouw.
fiction_000206,1,Het was een wonder dat er geen vogeltje in zijn mond vloog.
fiction_000207,1,Waarom ben je weggegaan zonder ook maar enig bericht.
fiction_000208,1,De tenen leken net stukjes worst.
fiction_000209,1,Ze was verrast over de gezelligheid van haar kamer.
fiction_000210,1,Je moest allang slapen.
fiction_000211,1,Haar ogen straalden en haar mond lachte.
fiction_000212,1,De man geeft een beetje koel water te drinken.
fiction_000213,1,Hij wendt zich weertot het publiek om zijn verhaal voort te zetten.
fiction_000214,1,De wijzers van de klok ontbraken.
fiction_000215,1,Mijn koffer had ik al beneden in de gang klaargezet.
fiction_000216,1,Alle lampen in het huis zijn al uit als hij aankomt.
fiction_000217,1,Ze bond hem een sjaal om en zette een hoed op zijn hoofd.
fiction_000218,1,Zijn gezicht werd ontsierd door diepe dwarse denkrimpels.
fiction_000218,2,Er ligt een omgevallen boomstam dwars over de stroom.
fiction_000219,1,Het meisje kleedde zich onder de dekens aan.
fiction_000220,1,Adriaan rent door de gang en door de voordeur naar buiten.
fiction_000221,1,Ik had die doos op mijn kamer achterge laten.
fiction_000222,1,Op het afgesproken tijdstip verscheen de blinde man.
fiction_000223,1,Deze jongen ligt zo stil als een lijk.
fiction_000224,1,De auto trekt op.
fiction_000224,2,Het gebouw is opgetrokken uit gele baksteen.
fiction_000225,1,Deze gedachte gaf haar nieuwe moed.
fiction_000226,1,"Het zijn kalme, rustige mensen."
fiction_000226,2,Kalm en bedaard begint ze te vertellen over de kostschool.
fiction_000227,1,Zijn zorgvuldige overpeinzingen leidden steevast tot niets.
fiction_000228,1,Hij vervolgde zijn weg naar beneden.
fiction_000229,1,"De dokter is bij hem geweest, maar niet meer teruggekeerd."
fiction_000230,1,Ze legde een vel papier voor mij neer.
fiction_000231,1,Hij rukt de verpakking van de cassette.
fiction_000232,1,Ik kuste haar teder en ze zoende terug.
fiction_000233,1,Een redelijke kleine auto kostte toen minder dan duizend gulden.
fiction_000234,1,Ik logeerde op de bovenste verdieping in een kamer die uitgaf op een dakterras.
fiction_000235,1,De heilige witte os wordt geslacht.
fiction_000236,1,Dag en nacht versterkten de boeren de dijk met stenen en zand.
fiction_000237,1,De zon gaf nog maar weinig warmte.
fiction_000238,1,De rups is groen met witte en paarse schuine strepen op zijn zijkant.
fiction_000239,1,In de muur zitten krassen van grote voorwerpen die naar boven zijn gesleept.
fiction_000240,1,Ik kon door de ramen de zee schilderen.
fiction_000241,1,Evelien knijpt haar handen tot vuisten.
fiction_000242,1,Hazel vouwde haar armen over elkaar.
fiction_000243,1,Boven lag nog zijn nest van takken en veren.
fiction_000244,1,Ik verstopte me onmiddellijk onder de lakens.
fiction_000245,1,Hij verstopte zijn gezicht in haar rok.
fiction_000246,1,Misschien zou er straks een gaatje zijn waardoor ik kon ontsnappen.
fiction_000247,1,Links en rechts keken nieuwsgierige hoofden om de hoek.
fiction_000248,1,Ik hijgde een beetje.
fiction_000249,1,Dit keer heb ik geen vuile handen gekregen.
fiction_000250,1,In de hoge hal was het doodstil.
fiction_000251,1,Een beetje onrustig dronken ze aan de bar van hun whisky.
fiction_000252,1,Het was zijn gewoonte niet om iets te vragen.
fiction_000253,1,Hij voelt de warmte van haar naakte lichaam.
fiction_000254,1,Een hevige onrust grijpt hem aan.
fiction_000255,1,"Ze liep in een keurig mantelpak, op hoge hakken."
fiction_000256,1,Ze vulde enkele cijfers in op een roze formulier.
fiction_000257,1,De lucht stinkt naar kelders en onweer.
fiction_000258,1,Er reden een enkele auto en wat haastige fietsers die naar hun werk gingen.
fiction_000259,1,Netjes eten doe je met mes en vork.
fiction_000260,1,"Als je één keer gelogen hebt, denkt ze dat alles wat je zegt een leugen is."
fiction_000261,1,Een geweldige dreun deed het houtwerk kraken.
fiction_000262,1,Het eiland is het symbool van de eeuwige strijd van Nederland tegen het water
fiction_000263,1,Ik was hier tevoren over ingelicht.
fiction_000264,1,Hij benijdt haar ook om het gemak waarmee ze zich beweegt.
fiction_000265,1,Het geluid reikt hier niet verder dan drie meter.
fiction_000266,1,Ik schaam mij diep dat ik u dit vertellen moet.
fiction_000267,1,In de wijde omtrek is geen huis te zien.
fiction_000268,1,Een lok haar lag dwars over zijn kale hoofd.
fiction_000269,1,Na een paar keer is het lot ons goed gezind.
fiction_000270,1,Haar gezicht was nat en glom in de zon.
fiction_000271,1,De kapper heeft mijn haargeknipt.
fiction_000272,1,Ik ging het grote eenzame huis binnen.
fiction_000273,1,Een storing onderbrak de nieuwsuitzending.
fiction_000274,1,Een doek bedekt steeds het gedeelte waaraan hij werkt.
fiction_000275,1,Martha kijkt na elke slok koffie op haar horloge.
fiction_000276,1,Zij had rode vlekken op de wangen.
fiction_000277,1,Hij scheurde het boek in stukken.
fiction_000278,1,Ze had van haar moeder wijze raad gekregen.
fiction_000279,1,Ze liet zich achterover in de bank zakken.
fiction_000280,1,Ze neemt me met een merkwaardige blik op.
fiction_000281,1,Ik keek op mijn horloge.
fiction_000282,1,Het is ongetwijfeld het mooiste dat ik tot nu toe onder ogen heb gehad.
fiction_000283,1,Hier mag je gillen als je daar zin in hebt.
fiction_000284,1,Hier moest hij voorzichtig lopen want de kurkdroge planken kraakten.
fiction_000285,1,Een nette jongeman met een keurige regenmantel sprak me aan.
fiction_000286,1,Hij was een verlegen jongen.
fiction_000287,1,Françoise trok aan de mouw van mijn jas.
fiction_000288,1,Een steek trok door mijn hoofd.
fiction_000289,1,En een halfuur later lag ze alweer op haar rug te deinen op de golven.
fiction_000290,1,Via de kier boven de gordijnen werd het plafond verlicht door de straatlantaarns.
fiction_000291,1,Ik laat mij met behulp van een touw van het dak zakken.
fiction_000292,1,Mijn bloed stroomt door mijn lijf.
fiction_000293,1,Hij maakte een wat gespannen nerveuze indruk.
fiction_000294,1,De schoonheid van het vroege voorjaar ontgaat me niet.
fiction_000295,1,Ondertussen bedacht hij dat het wel plezierig zou zijn als zijn maag iets te eten had.
fiction_000296,1,Charlie kwam overeind en wreef over z’n stijve knieën.
fiction_000297,1,Er stond een groot kruis op de plattegrond.
fiction_000298,1,Op een weiland staat een pony met een heen en weer zwaaiende staart.
fiction_000299,1,Tussen mijn duim en wijsvinger hield ik haar kin geklemd.
fiction_000300,1,Ze streek langs haar neus en trok haar mondhoeken minachtend omlaag.
fiction_000301,1,Ze ademde diep en hield de adem in.
fiction_000302,1,Friedrich ligt voorover in de sneeuw.
fiction_000303,1,Ik las over zijn schouder mee en daar ergerde hij zich aan.
fiction_000304,1,Zijn gezicht was zonder enige uitdrukking.
fiction_000305,1,Janet ging rechtop zitten op bed en trok haar benen over de rand.
fiction_000306,1,Hij ging met zijn billen op de kille grond zitten.
fiction_000307,1,Voorzichtig legde hij een hand op haar gespannen buik.
fiction_000308,1,Ze keek naar haar donkerrood gelakte nagels.
fiction_000309,1,Hans las hardop de namen van steden en dorpen waarlangs onze reis zou gaan.
fiction_000310,1,Aan de overkant hing het lover van donkere bomen tot in de rivier.
fiction_000311,1,Ze zette een tasje tussen haar dijen en begon erin te rommelen.
fiction_000312,1,Ik bewonderde hem omdat het hem gelukt leek te zijn van de lucht te leven.
fiction_000313,1,Buiten stond een woedende menigte te wachten.
fiction_000314,1,Met duim en wijsvinger trok hij een biljet van duizend los uit de stapel.
fiction_000315,1,De hond liep vrolijk blaffend achter de stok aan.
fiction_000316,1,Een eindeloze dag lag voor hem.
fiction_000317,1,Mijn grootvader smeekt haar om beneden te komen.
fiction_000318,1,Die mensen begrijpen me evenmin als jij.
fiction_000319,1,Waar zou ze de volgende nacht doorbrengen?
fiction_000320,1,Hij stak een hand in de zak en tastte naar zijn pijp.
fiction_000321,1,Hier en daar zweven lichte nevels in de zachte zonneschijn.
fiction_000322,1,Had hij er dadelijk naar moeten kijken?
fiction_000323,1,Veel mensen vrezen dat er nog meer ellende in het verschiet ligt.
fiction_000324,1,Ik duw hem achteruit.
fiction_000325,1,Hij schoof de knoop van zijn stropdas aan.
fiction_000326,1,Het duurt nog een hele poos voor de oude vrouw terug is.
fiction_000327,1,De buitendeur van het huisje klemde.
fiction_000328,1,Buiten onze kamer is een klein terrasje met uitzicht op een hoge muur.
fiction_000329,1,De regen slaat tegen de ruiten.
fiction_000330,1,Een mooie kist van het fijnste hout.
fiction_000331,1,Gisteren kwamen bezorgde landgenoten langs met bloemen.
fiction_000332,1,Een opgewekte vrouwenstem kondigt het nieuws van vier uur aan.
fiction_000333,1,Ze schudde het blonde haar naar achteren.
fiction_000334,1,De deur van de badkamer bleek op slot.
fiction_000335,1,Je mag niet vloeken in het bijzijn van kinderen.
fiction_000336,1,Ze was dankbaar dat de maan voor het nodige licht zorgde.
fiction_000337,1,Hij neemt een flinke hap.
fiction_000338,1,Haar dijen waren maar halverwege bedekt.
fiction_000339,1,De jongeman met de koffer draait nu al een kwartier met het ijs in zijn glas.
fiction_000340,1,Ik voelde haar buik heen en weer schokken.
fiction_000340,2,Ze kreeg een rood hoofd en was duidelijk geschokt.
fiction_000341,1,Hij voelde haar hand even tegen zijn been en keek omlaag.
fiction_000342,1,Dwars door het bos liep een hek.
fiction_000343,1,Het is een genoegen kennis met u te maken.
fiction_000344,1,Ze speelt een wanhopige moeder.
fiction_000345,1,Ik was zeer verwonderd moeder thuis te trefffen.
fiction_000346,1,Hij betrapte me toen ik naar hem keek.
fiction_000347,1,Reeds van ver zagen we hem over het stuur van zijn fiets hangen.
fiction_000348,1,Ik kon me nog net vastgrijpen aan een ijzeren stang van het portier.
fiction_000349,1,De lege plaats zou voorgoed leeg blijven.
fiction_000350,1,Een stille motregen spreidde een waaier vocht en fijne druppels in de takken.
fiction_000351,1,Ik haatte al die jongens.
fiction_000352,1,Ik wilde gewoon het papier even aanraken.
fiction_000353,1,Haar kamer leek ineens kleiner door zijn robuuste gestalte.
fiction_000354,1,De chauffeur sluit de deuren en wil vertrekken.
fiction_000355,1,Hij plakte het gedicht tegen de gevel.
fiction_000356,1,De zon was al achter de heuvel en het begon kil te worden.
fiction_000357,1,De bloemen verspreiden een zoete geur.
fiction_000358,1,Een vuurpijl verlichtte de zee.
fiction_000359,1,Voor later lag er een stapel ouderwetse platen klaar.
fiction_000360,1,De jongen veert met een schok rechtop.
fiction_000361,1,Haar stem zweefde me van ver tegemoet.
fiction_000362,1,Zijn hersens werken op topsnelheid.
fiction_000363,1,Hij had nu een beetje medelijden met haar.
fiction_000364,1,Hij bevrijdt zijn linkerarm en draait zich op zijn zij.
fiction_000365,1,"Hesiodus was een ernstig, wat somber man."
fiction_000366,1,Onwillekeurig moest ik aan die vinger zuigen.
fiction_000367,1,De volgende dag verlieten ze direct na het ontbijt het huis.
fiction_000368,1,In de woonkamer brandt een schemerlamp.
fiction_000369,1,Hij grijnsde tegen zijn vader en liep het doel in.
fiction_000370,1,Over het kerkhof waaide een koude wind.
fiction_000371,1,Er kwam een juffrouw binnen om koffie te brengen.
fiction_000371,2,Hij maakte het zijn juffrouw onmogelijk om te vertellen.
fiction_000372,1,Naarmate men dieper in het gewelf doordrong werd de atmosfeer heter en benauwder.
fiction_000373,1,Er stijgt een kreet vanaf het terrasje op.
fiction_000374,1,Ze renden en maakten allerhande heftige gebaren.
fiction_000375,1,Aan de hemel verschijnt de maan.
fiction_000376,1,Ze bukt zich en tekent lijnen door de sneeuw aan haar voeten.
fiction_000377,1,Ze legt wat onwennig een slap handje in de mijne.
fiction_000378,1,Zijn kwalijke karaktereigenschappen hadden de overhand genomen.
fiction_000379,1,We logeerden in een hotelletje.
fiction_000380,1,Hij zag haar angstige blik.
fiction_000381,1,De sneeuw smolt niet en de beelden bleven onveranderd.
fiction_000382,1,Hij had zich omgedraaid en gezien dat zij het was.
fiction_000383,1,Met een hand aan de muur schuifelde hij over de stoep.
fiction_000384,1,Het was niet mijn bedoeling om jou onnodig werk te bezorgen.
fiction_000385,1,De onzekere toekomst heeft haar nog niet tot solliciteren gebracht.
fiction_000386,1,Op zekere dag werd zijn pijp gestolen.
fiction_000387,1,Haar natte gladde haar raakt net haar schouders.
fiction_000388,1,Sophie geeft haar een kus op haar mond.
fiction_000389,1,Mijn tong koesterde de wond boven mijn tanden.
fiction_000390,1,Ze spreidde haar armen om de sneeuwvlokken te vangen.
fiction_000391,1,Voorzichtig vatte hij haar bij de arm.
fiction_000392,1,Urenlang vertelden zij elkaar over hun levens tot het moment van hun ontmoeting.
fiction_000393,1,Ze wist dat het een moeizaam onderhoud zou worden.
fiction_000394,1,Tussen de koeien stond ze in de verte te turen.
fiction_000395,1,Je staat stil om tot het besef te komen dat je verdwaald bent.
fiction_000396,1,De wilde eenden vriezen in groepen op het ijs van de ringvaart vast.
fiction_000397,1,Het werd tijd voor de maaltijd.
fiction_000398,1,U hebt een uitstekend geheugen.
fiction_000399,1,Het slot had het begeven onder de druk van de nijptang.
fiction_000400,1,Geluid komt in golven en losse klanken op me af.
fiction_000401,1,Hij drukte op een knopje.
fiction_000402,1,Ze ontspande toen ze aan mijn gezicht zag dat het een grapje was.
fiction_000403,1,De klarinet bestaat uit een cilindrische holle pijp met gaten.
fiction_000404,1,De kapitein haalde opgelucht adem.
fiction_000405,1,Hij holt naar het station.
fiction_000406,1,Misschien hadden wij dit geërfd van moeders grootvader.
fiction_000407,1,Zijn stem klonk schor van opwinding.
fiction_000408,1,Hoe wisten ze dit verdomme allemaal?
fiction_000409,1,Met een scheef hoofd bekijkt hij het werk van zijn moeder.
fiction_000410,1,Hij verontschuldigde zich toen hij in de auto stapte.
fiction_000411,1,De bus bleef er gewoonlijk een paar minuten wachten.
fiction_000412,1,Het gezicht van de verpleegster verraadde niets.
fiction_000413,1,"Ik ben een zenuwachtig mens, ik moet bewegen."
fiction_000414,1,Ze liep de keuken in terwijl ze overdreven met haar heupen wiegde.
fiction_000415,1,De rechter keek ernaar met gefronst voorhoofd.
fiction_000416,1,Hij tokkelde op een onzichtbaar snaarinstrument.
fiction_000417,1,Ik moet je bekennen dat het me een geweldige voldoening gaf.
fiction_000418,1,De hitte sloeg hem in het gezicht.
fiction_000419,1,ledereen in dit gezin heeft moeilijkheden genoeg.
fiction_000420,1,Met een zakdoek veegde hij zijn vingers schoon.
fiction_000421,1,Omdat de lucht er helder uitziet gaan de vrouwen vanmiddag mee op uitstap.
fiction_000422,1,Ik heb me moeten inhouden om geen melodie te fluiten.
fiction_000423,1,Hij morste opzettelijk saus en rode wijn op zijn hemd.
fiction_000424,1,Frank verwacht dat hij spoedig wordt vrijgelaten.
fiction_000425,1,Het aandachtige publiek was muisstil.
fiction_000426,1,Een ogenblikje alstublieft.
fiction_000426,2,Bel me alsjeblieft snel.
fiction_000426,3,Zou mevrouw deze dames en heren a.u.b. al binnen willen laten.
fiction_000427,1,Pas na moeizaam peinzen schoot me een antwoord te binnen.
fiction_000428,1,In de diepte schittert een riviertje.
fiction_000429,1,Met zijn schoenen in de hand sluipt hij uit de zaal.
fiction_000430,1,Hij durfde het niet aan met de man van de belasting te spotten.
fiction_000431,1,Hij kreunt van de pijn.
fiction_000432,1,Ik moest grinniken om deze vraag.
fiction_000433,1,Hij kon niets verzinnen om haar te troosten.
fiction_000434,1,Hij droeg een overhemd zonder boord en zijn broek hing aan bretels.
fiction_000435,1,"Hij minderde vaart, stopte midden op de weg en kwam uit zijn auto."
fiction_000436,1,In menig opwindend detail overtrof de realiteit zelfs de fantasie.
fiction_000437,1,De wond was dicht bij de hartstreek.
fiction_000438,1,Buiten trad de duisternis in.
fiction_000439,1,Vanwege de kou mochten de kinderen tussen de middag niet naar huis.
fiction_000440,1,Ik bleef roerloos zitten.
fiction_000441,1,Na afloop van de toespraak is er gelegenheid om vragen te stellen.
fiction_000442,1,Dat zouden die lui wel gauw merken!
fiction_000443,1,Hij legde de hoorn neer en dacht na.
fiction_000444,1,Soms is het moeilijk voor de kinderen om vriendschap te sluiten.
fiction_000445,1,De jongen heeft de lamp aan de haak gehangen.
fiction_000446,1,Hij parkeerde de auto aan de overkant.
fiction_000447,1,Hij deed het portier open en zette resoluut een been buiten het wagentje.
fiction_000447,2,De portier vraagt me om mijn uitnodiging.
fiction_000448,1,Ik riep een taxi en ging naar huis.
fiction_000449,1,Hij beefde van spanning en onzekerheid.
fiction_000450,1,Een intense vreugde laait in haar op.
fiction_000451,1,Oorlog was een zaak van mannen in uniform.
fiction_000452,1,Later ziet ze op het horloge aan haar pols dat het acht voor vijf is.
fiction_000453,1,Zij pakte met twee handen mijn rechterhand vast.
fiction_000454,1,Snel sprang ze op en verborg zich achter een paar dorre struiken.
fiction_000455,1,De eenzaamheid leek niet te doorbreken.
fiction_000456,1,Met een ruk draait hij zijn hoofd af.
fiction_000457,1,Haar moeder zette de pannen op het vuur in de keuken.
fiction_000458,1,Stil en onbewogen staart de vrouw naar het graf.
fiction_000459,1,Waarschijnlijk komt ze vannacht terug.
fiction_000460,1,Ik wuifde en ze wuifde terug.
fiction_000461,1,Onze dolle spelletjes en wilde tochten lagen haar niet.
fiction_000462,1,Ik had een sigaretje opgestoken.
fiction_000463,1,Ik begreep dat ze het met opzet deed om haar emotie niet te verraden.
fiction_000464,1,De vrouw slingert hem voor mijn neus heen en weer.
fiction_000465,1,Ze was een lieve hartelijke vrouw en ze deed veel voor ons allemaal.
fiction_000466,1,Mensen om hem heen klapten braaf.
fiction_000467,1,Hij maakte laarzen en sandalen.
fiction_000468,1,Hij plantte zijn elleboog op zijn dij en liet zijn hoofd op zijn gebalde vuist rusten.
fiction_000469,1,Hij blies de vlam uit.
fiction_000470,1,Niemand begreep waarom de studente zoveel gemene mails naar haar familieleden stuurde.
fiction_000471,1,"‘Stil,’ siste ze zacht."
fiction_000472,1,De aanblik had hem in verwarring gebracht.
fiction_000473,1,Ze is zojuist uit de trein gestapt.
fiction_000474,1,Hij belde me vanmorgen op.
fiction_000475,1,Hij legt zijn pet en handschoenen op het bureau en gaat zitten.
fiction_000476,1,Mijn vrouw maakt een praatje met een oude man in een boot.
fiction_000477,1,De oogleden waren gezwollen en droog.
fiction_000478,1,Bij de halte staat een rij ongeduldige passagiers op een verlate buschauffeur te wachten.
fiction_000479,1,Weber tuurde naar de rook van zijn sigaar.
fiction_000480,1,De leden van het vrouwelijke geslacht waren ernstig ondervertegenwoordigd.
fiction_000481,1,Hij sloeg gulzig zijn armen om haar heen en zoende haar in haar hals.
fiction_000482,1,Brenda belegde verse witte boterhammen met een dikke laag roomboter en brokken paté.
fiction_000483,1,"Het was nog warm buiten, doch uit de rivier waaide een verfrissende wind."
fiction_000484,1,De vraag deed haar blozen.
fiction_000485,1,Ik herinner me plotseling dat ik als jongetje altijd naar de wc moest als ik zat te bidden.
fiction_000486,1,De moeder had haar zondagse blouse aan en een wonderlijke chique hoed op.
fiction_000487,1,Hij liep naar de lift.
fiction_000488,1,Een derde gast betrad de eetzaal.
fiction_000489,1,Ik zag hoe de vrouw haar tranen droogde.
fiction_000490,1,Hoe kan je nu teleurgesteld zijn?
fiction_000491,1,Vervolgens duurde het nog een tijd voor de taxi eindelijk arriveerde.
fiction_000492,1,Om haar linker pols droeg ze een zilveren armband.
fiction_000493,1,ledere morgen scheer ik opnieuw de stoppels van mijn gezicht.
fiction_000494,1,We hoorden haar een of ander liedje brullen.
fiction_000495,1,De vochtige kleding wordt in een trommel gedaan.
fiction_000496,1,"Net als ik wou opkijken, gaf ze me een stomp."
fiction_000497,1,De volgende dag dwaalden we samen door ons beider geboortestad.
fiction_000498,1,Ze leken door de stralen van de zon te gloeien.
fiction_000499,1,Hij smijt de peer tegen de muur.
fiction_000500,1,Ik heb ervaren dat werkelijk geleerde mensen uiterst bescheiden zijn.
fiction_000501,1,Als ik dienst gehad had was dat meisje niet weggelopen.
fiction_000502,1,Ze nam er drie rode rozen uit.
fiction_000503,1,Waar bemoeide hij zich eigenlijk wel mee?
fiction_000504,1,Dan had je ook niet met je handen in je schoot kunnen gaan zitten.
fiction_000505,1,Daarom begon hij te zeuren over de brug.
fiction_000506,1,Hij snoof aan me maar ik had niets gedronken.
fiction_000507,1,Het gevoel overviel hem nu hij op zijn vaste plaats aan de tafel ging zitten.
fiction_000508,1,Het werd zo langzamerhand tijd om tot actie over te gaan.
fiction_000509,1,Ik staar naar de ouderling die met een witte zakdoek zijn schedel droog wrijft.
fiction_000510,1,Ik bleef een paar minuten in de deuropening staan.
fiction_000511,1,Ik onderdrukte de neiging om een vurige rede te houden.
fiction_000512,1,Hij likte met zijn tong langs zijn droge lippen.
fiction_000513,1,Soms bleef ze twee weken afwezig.
fiction_000514,1,Fleur herkent de jongen met de rossige krullen uit de bioscoop.
fiction_000515,1,Ze giechelde als een van de schoolmeisjes in de autobus.
fiction_000516,1,De verzekering dekt de schade.
fiction_000517,1,De blondine rechtte haar schouders en draaide met haar kont.
fiction_000518,1,Er zou weinig aan de verbeelding worden overgelaten.
fiction_000519,1,Op de versleten handdoek lag haar zonnebril.
fiction_000520,1,Ik kreeg dat geld van mijn grootmoeder.
fiction_000521,1,Deze woorden zouden haar pas later ontroeren.
fiction_000522,1,Mijn vrouw scheen zich kostelijk te amuseren.
fiction_000523,1,De bek ging wijd open maar sloot direct daarna weer.
fiction_000524,1,Ik kon wel in de grond kruipen van schaamte.
fiction_000525,1,Misschien gaat hij mijn portret wel schilderen.
fiction_000526,1,Soms aten we alleen aardappelen.
fiction_000527,1,Buiten rijdt een auto door de plassen.
fiction_000528,1,Als kind hield hij al van ruwe spelletjes.
fiction_000529,1,Soms spoelen de golven over mijn schoenen.
fiction_000530,1,Het was als een tafereel uit de hel.
fiction_000531,1,Het verkeer haastte zich langs ons.
fiction_000532,1,Bep deed de deur open en hij lichtte zijn hoed.
fiction_000533,1,Enige weken na de begrafenis ging ik er heen en zocht een steen uit.
fiction_000534,1,De engel draait zich om en zweeft de kleedkamer in.
fiction_000535,1,De stemmen die mij ergeren en irriteren kan ik meteen tot zwijgen brengen.
fiction_000536,1,Ze sloot haar ogen en sliep onrustig in.
fiction_000537,1,De huiskamer was groter en de keuken was apart ernaast.
fiction_000538,1,Hij ging zitten en trok zijn schoenen en sokken uit.
fiction_000539,1,Haar antwoord kwam wel als een verrassing.
fiction_000540,1,Ik voelde me misselijk en uitgeput.
fiction_000541,1,Zij groette mij met de grootste achting.
fiction_000542,1,In het huisje rinkelde de telefoon.
fiction_000543,1,Bij het eerste warenhuis struikelt mijn vader over een plank die op het pad ligt.
fiction_000544,1,Ze kijkt me diep in de ogen met een blik vol bewondering en liefde.
fiction_000545,1,Daniël stond naast haar moeder en ontweek haar blik.
fiction_000546,1,De stekels van een kastanje prikten in mijn nek.
fiction_000547,1,Op maandagavond was hij de wanhoop ten prooi.
fiction_000548,1,Ik zou wel een glas wijn lusten.
fiction_000549,1,Het zonlicht door de overkapping zette alles in een roze gloed.
fiction_000550,1,Schoenen met hakken worden uit de productie genomen.
fiction_000551,1,Toen ik ontwaakte zag ik dat het pas half acht was.
fiction_000552,1,"Die vrouw is geen dame, maar een wijf, een viswijf."
fiction_000553,1,Hij heeft een fotoalbum op zijn schoot waar hij in bladert.
fiction_000554,1,Ik zit hier al een goed halfuur en al die tijd heeft ze gedanst.
fiction_000555,1,Bij elke kaars maakt hij een diepe bulging en blaast ze uit.
fiction_000556,1,Tot mijn opluchting waren we nu blijkbaar voorbij de gevaarlijke klippen.
fiction_000557,1,Ik heb een kamertje op zolder.
fiction_000558,1,Wat verdomde leuk dat je er weer bent!
fiction_000559,1,Geen van beiden wilden we loslaten.
fiction_000560,1,Ik stond onmiddellijk op van mijn stoel en begroette hem eerbiedig.
fiction_000561,1,De deur piepte een beetje.
fiction_000562,1,Hij haalde zijn lucifers uit zijn zak en stak zijn sigaar aan.
fiction_000563,1,In de keuken draai ik de kraan wijdopen.
fiction_000564,1,Een rotswand verhief zich op enige afstand.
fiction_000565,1,Ik begrijp waarom de huizen hier zulke kleine vensters hebben.
fiction_000566,1,Voor de ruiten hingen vieze lappen.
fiction_000567,1,Eindelijk horen we voetstappen naderen.
fiction_000568,1,Ze stelde hem voor aan de blonde atleet die de hand uitstak.
fiction_000568,2,Ze kon de bovenzijde van de mast zien uitsteken boven de hoge oever.
fiction_000569,1,Het is een uitermate driftige man.
fiction_000570,1,"Dit was de buurt van dronkenlappen, matrozen en hoeren."
fiction_000571,1,"Wat die mensen mij allemaal toevertrouwen, verbijstert me soms."
fiction_000572,1,Wel merkte ik een eigenaardige lucht op.
fiction_000573,1,De volgende morgen stond ik zingend onder de douche.
fiction_000574,1,Ze boog nog verder naar voren en spande haar spieren maar ze kwam niet omhoog.
fiction_000575,1,Ze zou opbellen en vertellen wat er was gebeurd.
fiction_000576,1,Colette keek hem met de handdoek in de hand beduusd na.
fiction_000577,1,De ramen tekenden zich als oranje vakken af tegen de zwarte gevels.
fiction_000578,1,Ik was kwaad op mijzelf omdat ik tegen die arme jongen had staan schelden.
fiction_000579,1,Al zijn botten deden hem zeer.
fiction_000580,1,Met die herinnering brak opeens een heldere straal zonlicht door de wolken.
fiction_000581,1,Ik kwam terug met een pot thee en een emmer water.
fiction_000582,1,Hij had lang haar en een dunne snor.
fiction_000583,1,Ik zie grauwe mannetjes automatische bewegingen maken.
fiction_000584,1,Hij bracht een vluchtig bezoek aan zijn ouders.
fiction_000585,1,Het hout kraakte toen hij zijn achterwerk tussen de leuningen perste.
fiction_000586,1,In een plechtig stilzwijgen reden ze naar haar huis.
fiction_000587,1,In iedere mand zit eten genoeg om met een groot gezin de kerstdagen door te komen.
fiction_000588,1,Toch was hij met hem meegegaan.
fiction_000589,1,Niets in huis ontging haar.
fiction_000590,1,Hij pakte het speelgoed aan met een blik van intense blijdschap.
fiction_000591,1,Zou je mij kunnen vergeven?
fiction_000592,1,Links lag een tamelijk groot huis.
fiction_000593,1,Dit werk schenkt mij troost.
fiction_000594,1,Tegenover hem zat een forse man met een reusachtige zwarte baard.
fiction_000595,1,Ik begon mijn tanden te poetsen.
fiction_000596,1,Na deze woorden verbrak hij de verbinding.
